ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
MSFT,MACD_Momentum,3,2024-10-15,BUY,422.391083,232,97.994731,48.972879,102465.007683,0.000000
MSFT,MACD_Momentum,3,2024-11-01,SELL,408.805505,232,94.842877,47.445161,99267.283610,-3344.691684
MSFT,MACD_Momentum,3,2024-11-08,BUY,425.532667,221,94.042719,46.997861,99126.243029,0.000000
MSFT,MACD_Momentum,3,2024-11-18,SELL,414.662560,221,91.640426,45.843134,96679.306771,-2587.976838
MSFT,MACD_Momentum,3,2024-11-27,BUY,425.322540,214,91.019024,45.486768,96542.800979,0.000000
MSFT,MACD_Momentum,3,2024-12-19,SELL,441.399185,214,94.459426,47.253339,99934.230304,3254.923533
MSFT,MACD_Momentum,4,2025-01-16,BUY,428.914362,222,95.218988,47.585701,99857.195310,0.000000
MSFT,MACD_Momentum,4,2025-01-31,SELL,418.770521,222,92.967056,46.506781,97559.881202,-2440.118798
MSFT,MACD_Momentum,4,2025-02-19,BUY,408.083945,226,92.226972,46.090441,97421.563790,0.000000
MSFT,MACD_Momentum,4,2025-02-25,SELL,400.899456,226,90.603277,45.324301,95753.356488,-1806.524714
MSFT,MACD_Momentum,4,2025-03-06,BUY,394.477139,226,89.151833,44.553640,95619.651015,0.000000
MSFT,MACD_Momentum,4,2025-03-11,SELL,378.810500,226,85.611173,42.827000,92037.933118,-3715.423370
MSFT,MACD_Momentum,4,2025-03-17,BUY,386.893362,225,87.051006,43.503751,91907.378360,0.000000
MSFT,MACD_Momentum,4,2025-03-31,SELL,372.353739,225,83.779591,41.910751,88595.687194,-3442.245924
MSFT,MACD_Momentum,4,2025-04-10,BUY,382.251028,215,82.183971,41.071450,88472.431773,0.000000
MSFT,MACD_Momentum,4,2025-04-21,SELL,362.638597,215,77.967298,39.003151,84218.863424,-4376.823770
MSFT,MACD_Momentum,4,2025-04-25,BUY,387.193500,206,79.761861,39.861000,84099.240563,0.000000
MSFT,MACD_Momentum,4,2025-05-21,SELL,454.342722,206,93.594601,46.820711,97878.246760,13659.383336
MSFT,MACD_Momentum,4,2025-06-25,BUY,492.286029,189,93.042059,46.497781,97738.706920,0.000000
MSFT,MACD_Momentum,4,2025-07-02,SELL,489.744995,189,92.561804,46.304054,97212.387601,-665.859159
SPY,MACD_Momentum,0,2023-01-12,BUY,396.868348,240,95.248404,47.600402,99857.151195,0.000000
SPY,MACD_Momentum,0,2023-02-22,SELL,399.320229,240,95.836855,47.942399,100397.366082,397.366082
SPY,MACD_Momentum,0,2023-03-30,BUY,404.292041,237,95.817214,47.884665,100253.664203,0.000000
SPY,MACD_Momentum,0,2023-04-27,SELL,406.796500,237,96.410771,48.229500,100798.694801,401.328719
SPY,MACD_Momentum,0,2023-05-01,BUY,415.677736,230,95.605879,47.779050,100655.309871,0.000000
SPY,MACD_Momentum,0,2023-05-04,SELL,406.726528,230,93.547101,46.796949,98550.763855,-2247.930945
SPY,MACD_Momentum,0,2023-05-19,BUY,420.380098,223,93.744762,46.848956,98410.170137,0.000000
SPY,MACD_Momentum,0,2023-05-25,SELL,414.532620,223,92.440774,46.243509,97060.590682,-1490.173174
SPY,MACD_Momentum,0,2023-05-30,BUY,422.241014,219,92.470782,46.212285,96921.907615,0.000000
SPY,MACD_Momentum,1,2023-07-14,BUY,450.705251,211,95.098808,47.525641,99857.375551,0.000000
SPY,MACD_Momentum,1,2023-07-28,SELL,455.652065,211,96.142586,48.095341,100852.536337,852.536337
SPY,MACD_Momentum,1,2023-08-30,BUY,449.734765,213,95.793505,47.872816,100708.870016,0.000000
SPY,MACD_Momentum,1,2023-09-19,SELL,442.458653,213,94.243693,47.145419,99112.687264,-1739.849073
SPY,MACD_Momentum,1,2023-10-10,BUY,433.156472,217,93.994955,46.973990,98971.718319,0.000000
SPY,MACD_Momentum,1,2023-10-23,SELL,419.400180,217,91.009839,45.527683,95942.567088,-3170.120176
SPY,MACD_Momentum,1,2023-11-03,BUY,433.356585,211,91.438239,45.696272,95805.432577,0.000000
SPY,MACD_Momentum,1,2023-12-07,SELL,456.681549,211,96.359807,48.204005,100676.336447,4733.769359
SPY,MACD_Momentum,1,2023-12-13,BUY,464.722235,206,95.732780,47.842469,100532.761197,0.000000
SPY,MACD_Momentum,1,2024-01-02,SELL,471.923924,206,97.216328,48.632480,101966.935155,1290.598708
SPY,MACD_Momentum,2,2024-01-23,BUY,484.252015,196,94.913395,47.432981,99857.653624,0.000000
SPY,MACD_Momentum,2,2024-02-20,SELL,497.471141,196,97.504344,48.776560,102398.531046,2398.531046
SPY,MACD_Momentum,2,2024-02-26,BUY,508.554138,191,97.133840,48.542649,102252.854556,0.000000
SPY,MACD_Momentum,2,2024-03-06,SELL,510.294713,191,97.466290,48.757524,102536.380742,137.849697
SPY,MACD_Momentum,2,2024-03-22,BUY,522.371040,186,97.161014,48.556229,102390.663500,0.000000
SPY,MACD_Momentum,2,2024-03-26,SELL,520.969365,186,96.900302,48.474388,102081.607902,-454.772841
SPY,MACD_Momentum,2,2024-05-06,BUY,514.006875,189,97.147299,48.549375,101935.911228,0.000000
SPY,MACD_Momentum,2,2024-05-31,SELL,523.328232,189,98.909036,49.479258,103647.288010,1565.680108
SPY,MACD_Momentum,2,2024-06-07,BUY,533.926803,184,98.242532,49.096718,103499.948761,0.000000
SPY,MACD_Momentum,2,2024-06-27,SELL,545.097310,184,100.297905,50.174040,105504.120859,1856.832849
SPY,MACD_Momentum,3,2024-08-19,BUY,555.007345,171,94.906256,47.429413,99857.664331,0.000000
SPY,MACD_Momentum,3,2024-09-09,SELL,544.377699,171,93.088587,46.567577,97994.335682,-2005.664318
SPY,MACD_Momentum,3,2024-09-16,BUY,562.020860,165,92.733442,46.343549,97855.258690,0.000000
SPY,MACD_Momentum,3,2024-10-25,SELL,581.219255,165,95.901177,47.974576,100973.436160,2979.100479
SPY,MACD_Momentum,3,2024-11-11,BUY,600.109903,160,96.017584,47.984800,100829.433776,0.000000
SPY,MACD_Momentum,3,2024-11-21,SELL,593.103324,160,94.896532,47.472002,99661.469539,-1311.966621
SPY,MACD_Momentum,3,2024-11-25,BUY,599.819780,158,94.771525,47.362082,99519.335932,0.000000
SPY,MACD_Momentum,3,2024-12-16,SELL,605.697000,158,95.700126,47.874000,100399.598720,738.129181
SPY,MACD_Momentum,4,2025-01-21,BUY,600.970318,158,94.953310,47.452929,99857.593761,0.000000
SPY,MACD_Momentum,4,2025-02-24,SELL,601.719010,158,95.071604,47.559582,99928.268362,-71.731638
SPY,MACD_Momentum,4,2025-03-24,BUY,571.085388,168,95.942345,47.947199,99784.378818,0.000000
SPY,MACD_Momentum,4,2025-04-04,SELL,523.408148,168,87.932569,43.988279,91734.617150,-8193.651212
SPY,MACD_Momentum,4,2025-04-16,BUY,531.945833,162,86.175225,43.066079,91605.375846,0.000000
SPY,MACD_Momentum,4,2025-04-22,SELL,519.879945,162,84.220551,42.131341,89609.547513,-2125.069637
SPY,MACD_Momentum,4,2025-04-23,BUY,540.700208,161,87.052733,43.504614,89478.990166,0.000000
SPY,MACD_Momentum,4,2025-05-29,SELL,592.763468,161,95.434918,47.741330,97809.244704,8199.697190
SPY,MACD_Momentum,4,2025-06-11,BUY,604.492097,154,93.091783,46.522630,97669.630290,0.000000
SPY,MACD_Momentum,4,2025-06-12,SELL,599.710005,154,92.355341,46.200771,96887.355307,-921.889397
SPY,MACD_Momentum,4,2025-06-30,BUY,617.688695,149,92.035616,45.994810,96749.324881,0.000000
TSLA,MACD_Momentum,0,2023-01-12,BUY,122.621278,770,94.418384,47.185599,99858.396017,0.000000
TSLA,MACD_Momentum,0,2023-03-06,SELL,198.440723,770,152.799357,76.437897,158133.755473,58133.755473
TSLA,MACD_Momentum,0,2023-04-03,BUY,200.009959,724,144.807210,72.367421,157916.580842,0.000000
