path,total_return,terminal_wealth,max_drawdown,sharpe
575,0.0085639,100856,-0.416051,0.101515
576,0.297322,129732,-0.286082,0.344728
577,-0.261231,73876.9,-0.518359,-0.165734
578,0.0963921,109639,-0.358617,0.176514
579,0.224189,122419,-0.3178,0.272358
580,0.447662,144766,-0.272906,0.42493
581,0.881265,188127,-0.195744,0.666515
582,-0.545357,45464.3,-0.635913,-0.666129
583,0.262335,126234,-0.399143,0.302325
584,-0.182803,81719.7,-0.427717,-0.071503
585,0.463142,146314,-0.236686,0.446027
586,0.0209587,102096,-0.405774,0.113745
587,0.719232,171923,-0.309499,0.575228
588,0.156632,115663,-0.377593,0.226754
589,0.353962,135396,-0.348346,0.359563
590,0.937537,193754,-0.222914,0.730924
591,-0.17267,82733,-0.380707,-0.0805416
592,-0.346899,65310.1,-0.441252,-0.287802
593,0.113086,111309,-0.355748,0.189883
594,0.471094,147109,-0.190004,0.446031
595,0.520538,152054,-0.4386,0.491082
596,0.18709,118709,-0.292662,0.247828
597,0.174224,117422,-0.387336,0.239384
598,0.338277,133828,-0.33428,0.35455
599,0.437659,143766,-0.327772,0.431949
600,0.507174,150717,-0.301252,0.467738
601,0.77343,177343,-0.298241,0.589741
602,0.813407,181341,-0.221863,0.634464
603,0.361952,136195,-0.263631,0.362557
604,0.0130231,101302,-0.380093,0.103815
605,1.05355,205355,-0.451773,0.705072
606,0.266312,126631,-0.31269,0.313338
607,-0.336748,66325.2,-0.518131,-0.264488
608,0.506613,150661,-0.231485,0.486224
609,-0.412456,58754.4,-0.651041,-0.357017
610,-0.263737,73626.3,-0.466133,-0.164416
611,-0.32101,67899,-0.444484,-0.258106
612,0.465279,146528,-0.418203,0.428043
613,0.298879,129888,-0.293336,0.337214
614,1.34542,234542,-0.242327,0.844328
615,1.47112,247112,-0.233519,0.898627
616,-0.2204,77960,-0.465555,-0.153423
617,0.324806,132481,-0.30004,0.357524
618,1.78398,278398,-0.187422,1.01312
619,1.54895,254895,-0.232728,0.90377
620,1.5794,257940,-0.295533,0.93153
621,0.273398,127340,-0.296926,0.312731
622,0.148536,114854,-0.371701,0.216311
623,2.37775,337775,-0.269545,1.16596
