schema_version,window_mode,continuity_policy,ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-10-14,BUY,26879.636227,4,107.518545,53.732406,126944.782285,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-10-19,SELL,28318.249808,4,113.272999,56.664832,132639.696016,5533.662780
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-12-13,BUY,41489.199076,3,124.467597,62.202697,132453.025722,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,1,2023-12-31,SELL,42244.054906,3,126.732165,63.397781,134653.063745,2013.367728
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-01-16,BUY,42520.585605,3,127.561757,63.749004,134461.752984,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-01-30,SELL,43278.576449,3,129.835729,64.950340,136669.638790,2016.575045
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-03-20,BUY,61961.121328,2,123.922243,61.930156,136483.786391,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-03-29,SELL,70709.424477,2,141.418849,70.744797,153900.903995,17231.265205
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-04-16,BUY,63451.006523,2,126.902013,63.419297,153710.582685,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-05-18,SELL,67032.677832,2,134.065356,67.066211,160803.279243,6902.375248
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-06-12,BUY,67355.035687,2,134.710071,67.321375,160601.247797,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,2,2024-06-30,SELL,62646.953822,2,125.293908,62.678293,151127.111534,-9676.167709
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-07-08,BUY,55877.499006,2,111.754998,55.849574,150959.506962,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-07-15,SELL,60785.049303,2,121.570099,60.815457,160708.887031,9581.775497
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-08-03,BUY,61445.515998,2,122.891032,61.414809,160524.581191,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-08-24,SELL,64071.819158,2,128.143638,64.103871,165710.458681,5001.571650
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-08-31,BUY,59147.039209,2,118.294078,59.117480,165533.047122,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-09-14,SELL,60538.832629,2,121.077665,60.569117,168254.673777,2544.215096
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-10-04,BUY,60785.002312,2,121.570005,60.754625,168072.349148,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-10-16,SELL,67008.939707,2,134.017879,67.042461,180446.960682,12192.286905
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-11-06,BUY,69393.179250,2,138.786359,69.358500,180238.815824,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-11-08,SELL,75864.884520,2,151.729769,75.902836,193099.855094,12652.894412
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-12-23,BUY,95146.940320,1,95.146940,47.549695,192957.158458,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,3,2024-12-31,SELL,93382.488523,1,93.382489,46.714602,191146.873868,-1952.981226
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-01-14,BUY,94566.267316,1,94.566267,47.259504,191005.048097,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-01-17,SELL,99975.752742,1,99.975753,50.012883,196361.817274,5214.943406
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-01-29,BUY,101368.182199,1,101.368182,50.658762,196209.790330,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-03-28,SELL,87141.641758,1,87.141642,43.592617,181946.767008,-14415.050265
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-03-31,BUY,82377.230531,2,164.754461,82.336062,181699.676485,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-04-18,SELL,84857.737406,2,169.715475,84.900188,186573.310823,4626.543814
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-05-30,BUY,105699.034043,1,105.699034,52.823105,186414.788683,0.000000
2,calendar_duration,continuous_capital,BTC-USD,RSI_Mean_Reversion,4,2025-06-29,SELL,107274.156402,1,107.274156,53.663910,187935.459992,1362.149169
